file,number,text,lrml,paraphrase,random_split,doc_split,selected_round_1,selected_round_2
NZ_NZBC-E2AS1#3.8,4.6.1.6.0.0.a.1,4.0 Flashings 4.6.1.6 Window and door heads; a) Slopes and covers of flashings at window and door heads shall comply with Table 7.,"if(for(flashing,or(windowHead,doorHead))),then(obligation(and(complyWith(flashing.slope,nzbc_e2as1_t7),complyWith(flashing.cover,nzbc_e2as1_t7))))","If flashings are for window heads or door heads, then the slopes and covers of flashings shall comply with E2/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.6.0.0.b.1,4.0 Flashings 4.6.1.6 Window and door heads; Overlap cover of cladding to the flashing upstand and clearance from the bottom of the cladding to top of head flashing slope shall be in accordance with Table 7.,"if(for(flashing.type,or(windowHead,doorHead))),then(obligation(and(has(flashing,upstand),above(flashing,cladding),inBetween(overlapCover,and(cladding,upstand)),has(cladding,bottom),has(flashing.head,slope),has(slope,top),inBetween(clearance,and(bottom,top)),asPer(overlapCover,nzbc_e2as1_t7),asPer(clearance,nzbc_e2as1_t7))))","If flashings are for window heads or door heads, then overlap cover between cladding and the flashing upstand and clearance betweem the bottom of the cladding and top of head flashing slope shall be in accordance with E2/AS1 Table 7.",2,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.1.7.0.0.a.1,4.0 Flashings 4.6.1.7 Inter-storey junctions; a) Minimum slopes and covers of flashings shall be in accordance with Table 7.,"if(and(for(flashing,junction),is(junction.type,interStorey))),then(obligation(and(asPer(flashing.slope,nzbc_e2as1_t7),asPer(flashing.cover,nzbc_e2as1_t7))))","If flashings are for inter-storey junctions, then the slopes and covers of flashings shall be in accordance with E2/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.7.0.0.b.1,"4.0 Flashings 4.6.1.7 Inter-storey junctions; Overlap cover of the cladding to the flashing upstand, and clearance from the bottom of the cladding to the top of the slope of the head flashing, shall be in accordance with Table 7.","if(and(for(flashing,junction),is(junction.type,interStorey))),then(obligation(and(has(flashing,upstand),above(flashing,cladding),inBetween(overlapCover,and(cladding,upstand)),has(cladding,bottom),has(flashing.head,slope),has(slope,top),inBetween(clearance,and(bottom,top)),asPer(overlapCover,nzbc_e2as1_t7),asPer(clearance,nzbc_e2as1_t7))))","If flashings are for inter-storey junctions, then overlap cover between cladding and the flashing upstand and clearance betweem the bottom of the cladding and top of head flashing slope shall be in accordance with E2/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,5.1.0.1.a.1,"All roof-to-wall junctions shall be made weathertight by using an apron flashing as outlined in Paragraph 4.6.1.1, and shown in Figure 7, that: a) Provides a minimum lap under the wall cladding of 75 mm in accordance with Table 7.","if(is(junction.type,roofToWall)),then(obligation(and(is(junction,weathertight),has(junction,flashing),is(flashing.type,apron),asPer(flashing,and(nzbc_e2as1_4.6.1.1,nzbc_e2as1_t7)),has(flashing,lap),below(lap,wallCladding),greaterThanEqual(lap.size,75 mm),asPer(lap,nzbc_e2as1_t7))))","If a junction is type roof-to-wall, then the junction shall be weathertight and have an apron flashing as outlined in E2/AS1 Paragraph 4.6.1.1, and shown in E2/AS1 Figure 7. The flashing provides a lap under the wall cladding of minimum size of 75 mm in accordance with E2/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,5.1.0.2,"Where the roof finishes within the length of an adjacent wall, a kick-out or stopend as detailed in Figure 8B shall be provided to direct water out from the wall cladding onto the roof cladding and gutter.","if(and(adjacent(roof,wall),within(roof.finish,length),has(wall,length))),then(obligation(and(has(roof,or(kickOut,stopend)),asPer(kickOut,nzbc_e2as1_f8.b),asPer(stopend,nzbc_e2as1_f8.b),for(kickOut,water),for(stopend,water),awayFrom(water,wallCladding),towards(water,and(roofCladding,gutter)))))","If the roof is adjacent to a wall and the roof finishes within the length of the wall, then the roof shall have a kick-out or stopend as detailed in E2/AS1 Figure 8.b to direct water out from the wall cladding onto the roof cladding and gutter.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,5.2.0.1,"Gutters, barges and fascias: Where eaves gutters/spoutings, barges or fascias terminate against claddings, these shall be installed after the wall cladding, and after any protective finishes have been applied.","if(or(and(has(eave,gutter),against(gutter.termination,wallCladding)),and(has(eave,barge),against(barge.termination,wallCladding)),and(has(eave,fascia),against(fascia.termination,wallCladding)))),then(obligation(and(after(gutter.installation,and(wallCladding,protectiveFinish)),after(barge.installation,and(wallCladding,protectiveFinish)),after(fascia.installation,and(wallCladding,protectiveFinish)))))","If the eaves has gutters, barges or fascias and the gutters, barges or fascias terminate against claddings, then the gutters, barges and fascias shall be installed after the wall cladding, and after any protective finishes have been applied.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,5.2.0.2,"Eaves gutters/spouting, barges and fascias shall terminate so as to leave a gap of 10 mm from the finished wall cladding as shown in Figure 8B.","if(has(eave,or(gutter,barge,fascia))),then(obligation(and(include(gutter.termination,gap),include(barge.termination,gap),include(fascia.termination,gap),towards(gap,wallCladding),equal(gap.size,10 mm),asPer(gap,nzbc_e2as1_f8.b))))","If eaves have gutters, barges and fascias, then the gutters, barges and fascias termination shall include a gap of 10 mm to the wall cladding as shown in E2/AS1 Figure 8.b.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,5.3.0.1,"Eaves shall be enclosed by installing soffit linings direct fixed to framing and comprising minimum 4.5 mm fibre cement sheet, or 7 mm H3 plywood, with joints, fixings and finishes as shown in Paragraphs 9.7 and 9.8.","if(exist(eave)),then(obligation(and(is(eave.enclosing,soffitLining),towards(soffitLining.fixing,framing),is(soffitLining.material,or(fibreCementSheet,h3Plywood)),greaterThanEqual(fibreCementSheet.thickness,4.5 mm),greaterThanEqual(h3Plywood.thickness,7 mm),has(soffitLining,and(joint,fixing,finish)),asPer(soffitLining,and(nzbc_e2as1_9.7,nzbc_e2as1_9.8)))))","If eaves exist, then the eave shall have enclosing with soffit linings fixed to framing and the soffit linings shall be minimum 4.5 mm thick fibre cement sheet, or 7 mm thick H3 plywood, the soffit linings shall have joints, fixings and finishes as shown in E2/AS1 Paragraphs 9.7 and 9.8.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,5.3.0.2,"Soffit linings shall be finished to fascias, barges and wall claddings as outlined in Figure 8A generally, or Figure 114 for flush finished fibre cement. Wall underlays shall not be required behind soffit linings.","if(exist(soffitLining)),then(and(obligation(and(towards(soffitLining.finish,and(fascia,barge,wallCladding)),or(and(asPer(soffitLining.finish,nzbc_e2as1_f8.a),not(is(soffitLining.material,flushFinishedFibreCement))),and(asPer(soffitLining.finish,nzbc_e2as1_f114),is(soffitLining.material,flushFinishedFibreCement))))),permission(not(behind(wallUnderlay,soffitLining)))))","If soffit linings exist, then soffit linings shall be finished to fascias, barges and wall claddings, and either the Soffit linings finish shall be as outlined in E2/AS1 Figure 8.a and the soffit linings material is not flush finished fibre cement, or the Soffit linings finish shall be as outlined in E2/AS1 Figure 114 and the soffit linings material is flush finished fibre cement. There may be no wall underlays behind soffit linings.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,6.0.0.1,Parapets require a drained cavity for claddings except for vertical corrugated steel as outlined in Table 3.,"if(and(has(parapet,cladding),not(is(cladding.material,steel)),is(steel.type,verticalCorrugated))),then(obligation(and(has(parapet,drainedCavity),for(drainedCavity,cladding))))","If parapets have claddings and the cladding material is not vertical corrugated steel, then the parapet shall have a drained cavity for the claddings.",1,2,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.1.0.0.b.i.1,"Apron flashing cover over metal roofing: Parallel flashing: The apron shall: i) be dimensioned to suit the roof cladding profile,.","if(and(is(flashing.type,apron),above(flashing,metalRoofing),is(flashing,parallel))),then(obligation(and(has(metalRoofing.roofCladding,profile),asPer(flashing.dimension,profile))))","If apron flashings are over metal roofing, and the flashings are parallel, then the flashing shall be dimensioned to suit the metal roofing cladding profile.",3,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.1.1.0.0.b.ii.1,"Apron flashing cover over metal roofing: Parallel flashing: The apron shall: ii) for profiled metal roof cladding, cover at least two crests, (turned-up edge to full crest height constitutes a crest).","if(and(is(flashing.type,apron),above(flashing,metalRoofing),is(flashing,parallel),has(metalRoofing,cladding),is(cladding.material,profiledMetal))),then(obligation(and(has(cladding,crest),include(flashing.cover,crest),greaterThanEqual(count(crest),2))))","If apron flashings are over metal roofing, the flashings are parallel, and the metal roofing has profiled metal roof cladding, then the flashing shall cover at least two crests of the cladding.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.1.0.0.b.iii.1,"Overlap with roof claddings: Apron flashing cover over metal roofing: Parallel flashing: The apron shall: iii) for profiled metal roof cladding, overhang flashing a minimum 10 mm clear of crest and maximum 5 mm clear of trough as shown in Figure 47.","if(and(is(flashing.type,apron),above(flashing,metalRoofing),is(flashing,parallel),has(metalRoofing,cladding),is(cladding.material,profiledMetal))),then(obligation(and(has(cladding,crest),towards(flashing.clearance,crest),greaterThanEqual(flashing.clearance,10 mm),has(cladding,trough),towards(flashing.clearance,trough),lessThanEqual(flashing.clearance,5 mm),asPer(clearance,nzbc_e2as1_f47))))","If apron flashings are over metal roofing, the flashings are parallel, and the metal roofing has profiled metal roof cladding, then the flashing shall have a minimum 10 mm clearance to the cladding crest and maximum 5 mm clearance to the cladding trough as shown in E2/AS1 Figure 47.",3,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.1.2.0.0.a.1,4.0 Flashings 4.6.1.2 Ridges and hips; a) For notched turn-downs of the flashing leave a gap between the flashing and the roof cladding. The gap shall be a maximum of 5 mm.,"if(and(for(flashing,or(ridge,hip)),has(flashing,turnDown),is(turnDown.type,notched))),then(obligation(and(inBetween(gap,and(flashing,cladding)),above(flashing,cladding),lessThanEqual(gap.size,5 mm))))","If flashings is for ridges or hips and the flashing has notched turn-downs, then the the flashing shall leave a gap between the flashing and the cladding. The gap size shall be a maximum of 5 mm.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.2.0.0.b.1,"4.0 Flashings 4.6.1.2 Ridges and hips; b) There shall be a minimum effective cover to roof cladding, excluding any soft edge or turn-down to the flashing, in accordance with Table 7.","if(for(flashing,or(ridge,hip))),then(obligation(and(towards(flashing.minimumEffectiveCover,cladding),exclude(flashing.minimumEffectiveCover,or(softEdge,turnDown)),asPer(flashing.minimumEffectiveCover,nzbc_e2as1_f7))))","If flashings is for ridges or hips and the flashing, then there shall be a minimum effective cover to the cladding, excluding any soft edge or turn-down to the flashing, in accordance with E2/AS1 Table 7.",1,1,0.0,-1
NZ_NZBC-E2AS1#3.8,4.6.1.3.0.0.a.1,"4.0 Flashings 4.6.1.3 Change in metal roof pitches; a) There shall be a minimum effective lap under roof cladding in accordance with Table 7, with a hem at upper edge.","if(and(has(metalRoofing.pitch,change),for(flashing,change))),then(obligation(and(below(lap,cladding),is(lap,minimumEffective),asPer(lap,nzbc_e2as1_t7),is(lap.edge,upper),has(lap.edge,hem))))","If flashings are for changed metal roofing pitches, then there shall be a minimum effective lap under the cladding, and the lap shall be in accordance with E2/AS1 Table 7, have a hem at the upper edge.",2,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.1.3.0.0.b.1,The apron cover over the roof cladding shall be in accordance with Table 7.,"if(and(above(cover,cladding),is(cover.type,apron))),then(obligation(asPer(cover,nzbc_e2as1_t7)))","If the apron cover is over the roof cladding, then the cover shall be in accordance with E2/AS1 Table 7.",3,1,,-1
NZ_NZBC-E2AS1#3.8,4.6.1.4.0.0.a.1,"4.0 Flashings 4.6.1.4 Roof- or deck-to-wall junctions; a) There shall be a total minimum upstand height of 110 mm, in accordance with Table 7, comprising a minimum: i) overlap cover of cladding to the flashing upstand of 75 mm, and ii) 35 mm clearance from bottom of the wall cladding to roof cladding or finished deck material.","if(and(for(flashing,junction),is(junction.type,or(roofToWall,deckToWall)))),then(obligation(and(has(flashing,upstand),greaterThanEqual(upstand.height,110 mm),asPer(upstand.height,nzbc_e2as1_t7),include(upstand.height,overlapCover),inBetween(overlapCover,and(cladding,upstand)),greaterThanEqual(overlapCover,75 mm),include(upstand.height,clearance),has(wallCladding,bottom),or(inBetween(clearance,and(bottom,roofCladding)),inBetween(clearance,and(bottom,finishedDeckMaterial))),greaterThanEqual(clearance,35 mm))))","If flashings are for Roof- or deck-to-wall junctions, then the flashing shall have a minimum upstand height of 110 mm, in accordance with E2/AS1 Table 7. The upstand height included a overlap cover of cladding to the flashing upstand of minimum 75 mm, and the upstand height includes clearance from bottom of the wall cladding to either roof cladding or finished deck material, and the clearnace shall be of minimum 35 mm.",1,1,,-1
